step,rl_mean_cov_pct,random_mean_cov_pct
1359,100.000,82.381
1360,100.000,82.381
1361,100.000,82.381
1362,100.000,82.381
1363,100.000,82.381
1364,100.000,82.381
1365,100.000,82.381
1366,100.000,82.381
1367,100.000,82.381
1368,100.000,82.381
1369,100.000,82.381
1370,100.000,82.381
1371,100.000,82.381
1372,100.000,82.381
1373,100.000,82.381
1374,100.000,82.381
1375,100.000,82.381
1376,100.000,82.381
1377,100.000,82.381
1378,100.000,82.381
1379,100.000,82.381
1380,100.000,82.381
1381,100.000,82.381
1382,100.000,82.381
1383,100.000,82.381
1384,100.000,82.381
1385,100.000,82.381
1386,100.000,82.381
1387,100.000,82.381
1388,100.000,82.381
1389,100.000,82.381
1390,100.000,82.381
1391,100.000,82.381
1392,100.000,82.381
1393,100.000,82.381
1394,100.000,82.381
1395,100.000,82.381
1396,100.000,82.619
1397,100.000,82.619
1398,100.000,82.619
1399,100.000,82.619
1400,100.000,82.619
1401,100.000,82.619
1402,100.000,82.619
1403,100.000,82.619
1404,100.000,82.619
1405,100.000,82.619
1406,100.000,82.619
1407,100.000,82.857
1408,100.000,82.857
1409,100.000,82.857
1410,100.000,82.857
1411,100.000,82.857
1412,100.000,82.857
1413,100.000,82.857
1414,100.000,82.857
1415,100.000,82.857
1416,100.000,82.857
1417,100.000,82.857
1418,100.000,82.857
1419,100.000,82.857
1420,100.000,82.857
1421,100.000,82.857
1422,100.000,82.857
1423,100.000,82.857
1424,100.000,82.857
1425,100.000,82.857
1426,100.000,82.857
1427,100.000,82.857
1428,100.000,82.857
1429,100.000,82.857
1430,100.000,82.857
1431,100.000,82.857
1432,100.000,82.857
1433,100.000,82.857
1434,100.000,83.095
1435,100.000,83.095
1436,100.000,83.095
1437,100.000,83.095
1438,100.000,83.095
1439,100.000,83.095
1440,100.000,83.095
1441,100.000,83.095
1442,100.000,83.095
1443,100.000,83.095
1444,100.000,83.095
1445,100.000,83.095
1446,100.000,83.095
1447,100.000,83.095
1448,100.000,83.095
1449,100.000,83.095
1450,100.000,83.095
1451,100.000,83.095
1452,100.000,83.095
1453,100.000,83.095
1454,100.000,83.095
1455,100.000,83.095
1456,100.000,83.095
1457,100.000,83.095
1458,100.000,83.095
1459,100.000,83.095
1460,100.000,83.095
1461,100.000,83.095
1462,100.000,83.095
1463,100.000,83.095
1464,100.000,83.095
1465,100.000,83.095
1466,100.000,83.095
1467,100.000,83.095
1468,100.000,83.095
1469,100.000,83.095
1470,100.000,83.095
1471,100.000,83.095
1472,100.000,83.095
1473,100.000,83.095
1474,100.000,83.095
1475,100.000,83.095
1476,100.000,83.095
1477,100.000,83.095
1478,100.000,83.095
1479,100.000,83.095
1480,100.000,83.095
1481,100.000,83.095
1482,100.000,83.095
1483,100.000,83.095
1484,100.000,83.095
1485,100.000,83.095
1486,100.000,83.095
1487,100.000,83.095
1488,100.000,83.095
1489,100.000,83.095
1490,100.000,83.095
1491,100.000,83.095
1492,100.000,83.095
1493,100.000,83.095
1494,100.000,83.095
1495,100.000,83.095
1496,100.000,83.095
1497,100.000,83.095
1498,100.000,83.095
1499,100.000,83.095
1500,100.000,83.095
1501,100.000,83.095
1502,100.000,83.095
1503,100.000,83.095
1504,100.000,83.095
1505,100.000,83.095
1506,100.000,83.095
1507,100.000,83.095
1508,100.000,83.095
1509,100.000,83.095
1510,100.000,83.095
1511,100.000,83.095
1512,100.000,83.095
1513,100.000,83.095
1514,100.000,83.095
1515,100.000,83.095
1516,100.000,83.333
1517,100.000,83.333
1518,100.000,83.333
1519,100.000,83.333
1520,100.000,83.333
1521,100.000,83.333
1522,100.000,83.333
1523,100.000,83.333
1524,100.000,83.333
1525,100.000,83.333
1526,100.000,83.333
1527,100.000,83.333
1528,100.000,83.333
1529,100.000,83.333
1530,100.000,83.333
1531,100.000,83.333
1532,100.000,83.333
1533,100.000,83.333
1534,100.000,83.333
1535,100.000,83.333
1536,100.000,83.333
1537,100.000,83.333
1538,100.000,83.333
1539,100.000,83.333
1540,100.000,83.333
1541,100.000,83.333
1542,100.000,83.333
1543,100.000,83.333
1544,100.000,83.333
1545,100.000,83.333
1546,100.000,83.333
1547,100.000,83.333
1548,100.000,83.333
1549,100.000,83.333
1550,100.000,83.333
1551,100.000,83.333
1552,100.000,83.333
1553,100.000,83.333
1554,100.000,83.333
1555,100.000,83.333
1556,100.000,83.333
1557,100.000,83.333
1558,100.000,83.333
1559,100.000,83.333
1560,100.000,83.333
1561,100.000,83.333
1562,100.000,83.333
1563,100.000,83.333
1564,100.000,83.333
1565,100.000,83.333
1566,100.000,83.333
1567,100.000,83.333
1568,100.000,83.333
1569,100.000,83.333
1570,100.000,83.333
1571,100.000,83.333
1572,100.000,83.333
1573,100.000,83.333
1574,100.000,83.333
1575,100.000,83.333
1576,100.000,83.333
1577,100.000,83.333
1578,100.000,83.333
1579,100.000,83.333
1580,100.000,83.333
1581,100.000,83.333
1582,100.000,83.333
1583,100.000,83.333
1584,100.000,83.333
1585,100.000,83.333
1586,100.000,83.333
1587,100.000,83.333
1588,100.000,83.333
1589,100.000,83.333
1590,100.000,83.333
1591,100.000,83.333
1592,100.000,83.333
1593,100.000,83.333
1594,100.000,83.333
1595,100.000,83.333
1596,100.000,83.333
1597,100.000,83.333
1598,100.000,83.333
1599,100.000,83.333
1600,100.000,83.333
1601,100.000,83.333
1602,100.000,83.333
1603,100.000,83.333
1604,100.000,83.333
1605,100.000,83.333
1606,100.000,83.333
1607,100.000,83.333
1608,100.000,83.333
1609,100.000,83.333
1610,100.000,83.333
1611,100.000,83.333
1612,100.000,83.333
1613,100.000,83.333
1614,100.000,83.333
1615,100.000,83.333
1616,100.000,83.333
1617,100.000,83.333
1618,100.000,83.333
1619,100.000,83.333
1620,100.000,83.333
1621,100.000,83.333
1622,100.000,83.571
1623,100.000,83.571
1624,100.000,83.571
1625,100.000,83.571
1626,100.000,83.571
1627,100.000,83.571
1628,100.000,83.571
1629,100.000,83.810
1630,100.000,83.810
1631,100.000,83.810
1632,100.000,83.810
1633,100.000,83.810
1634,100.000,83.810
1635,100.000,83.810
1636,100.000,83.810
1637,100.000,83.810
1638,100.000,83.810
1639,100.000,83.810
1640,100.000,83.810
1641,100.000,83.810
1642,100.000,83.810
1643,100.000,83.810
1644,100.000,83.810
1645,100.000,83.810
1646,100.000,83.810
1647,100.000,84.048
1648,100.000,84.048
1649,100.000,84.048
1650,100.000,84.048
1651,100.000,84.048
1652,100.000,84.048
1653,100.000,84.048
1654,100.000,84.048
1655,100.000,84.048
1656,100.000,84.048
1657,100.000,84.048
1658,100.000,84.048
1659,100.000,84.048
1660,100.000,84.048
1661,100.000,84.048
1662,100.000,84.048
1663,100.000,84.048
1664,100.000,84.048
1665,100.000,84.048
1666,100.000,84.048
1667,100.000,84.048
1668,100.000,84.048
1669,100.000,84.048
1670,100.000,84.048
1671,100.000,84.048
1672,100.000,84.048
1673,100.000,84.048
1674,100.000,84.048
1675,100.000,84.048
1676,100.000,84.048
1677,100.000,84.286
1678,100.000,84.286
1679,100.000,84.286
1680,100.000,84.524
1681,100.000,84.524
1682,100.000,84.524
1683,100.000,84.524
1684,100.000,84.762
1685,100.000,84.762
1686,100.000,84.762
1687,100.000,84.762
1688,100.000,84.762
1689,100.000,84.762
1690,100.000,84.762
1691,100.000,84.762
1692,100.000,84.762
1693,100.000,84.762
1694,100.000,84.762
1695,100.000,84.762
1696,100.000,84.762
1697,100.000,84.762
1698,100.000,84.762
1699,100.000,84.762
1700,100.000,84.762
1701,100.000,84.762
1702,100.000,84.762
1703,100.000,84.762
1704,100.000,84.762
1705,100.000,84.762
1706,100.000,84.762
1707,100.000,84.762
1708,100.000,84.762
1709,100.000,84.762
1710,100.000,84.762
1711,100.000,84.762
1712,100.000,84.762
1713,100.000,84.762
1714,100.000,84.762
1715,100.000,84.762
1716,100.000,84.762
1717,100.000,84.762
1718,100.000,84.762
1719,100.000,84.762
1720,100.000,84.762
1721,100.000,84.762
1722,100.000,84.762
1723,100.000,84.762
1724,100.000,84.762
1725,100.000,84.762
1726,100.000,84.762
1727,100.000,84.762
1728,100.000,84.762
1729,100.000,84.762
1730,100.000,84.762
1731,100.000,84.762
1732,100.000,84.762
1733,100.000,85.000
1734,100.000,85.000
1735,100.000,85.000
1736,100.000,85.000
1737,100.000,85.000
1738,100.000,85.000
1739,100.000,85.000
1740,100.000,85.000
1741,100.000,85.000
1742,100.000,85.000
1743,100.000,85.000
1744,100.000,85.000
1745,100.000,85.000
1746,100.000,85.000
1747,100.000,85.000
1748,100.000,85.000
1749,100.000,85.000
1750,100.000,85.000
1751,100.000,85.000
1752,100.000,85.000
1753,100.000,85.000
1754,100.000,85.000
1755,100.000,85.000
1756,100.000,85.000
1757,100.000,85.000
1758,100.000,85.000
1759,100.000,85.000
1760,100.000,85.000
1761,100.000,85.000
1762,100.000,85.000
1763,100.000,85.000
1764,100.000,85.238
1765,100.000,85.238
1766,100.000,85.238
1767,100.000,85.238
1768,100.000,85.238
1769,100.000,85.238
1770,100.000,85.238
1771,100.000,85.238
1772,100.000,85.238
1773,100.000,85.238
1774,100.000,85.238
1775,100.000,85.238
1776,100.000,85.238
1777,100.000,85.238
1778,100.000,85.238
1779,100.000,85.238
1780,100.000,85.238
1781,100.000,85.238
1782,100.000,85.238
1783,100.000,85.238
1784,100.000,85.238
1785,100.000,85.238
1786,100.000,85.238
1787,100.000,85.238
1788,100.000,85.238
1789,100.000,85.238
1790,100.000,85.238
1791,100.000,85.238
1792,100.000,85.238
1793,100.000,85.238
1794,100.000,85.238
1795,100.000,85.238
1796,100.000,85.238
1797,100.000,85.238
1798,100.000,85.238
1799,100.000,85.238
1800,100.000,85.238
1801,100.000,85.238
1802,100.000,85.238
1803,100.000,85.238
1804,100.000,85.238
1805,100.000,85.238
1806,100.000,85.238
1807,100.000,85.238
1808,100.000,85.238
1809,100.000,85.238
1810,100.000,85.238
1811,100.000,85.238
1812,100.000,85.238
1813,100.000,85.238
1814,100.000,85.238
1815,100.000,85.238
1816,100.000,85.238
1817,100.000,85.476
1818,100.000,85.476
1819,100.000,85.476
1820,100.000,85.476
1821,100.000,85.476
1822,100.000,85.476
1823,100.000,85.476
1824,100.000,85.714
1825,100.000,85.714
1826,100.000,85.714
1827,100.000,85.714
1828,100.000,85.714
1829,100.000,85.714
1830,100.000,85.714
1831,100.000,85.714
1832,100.000,85.714
1833,100.000,85.714
1834,100.000,85.714
1835,100.000,85.714
1836,100.000,85.714
1837,100.000,85.714
1838,100.000,85.714
1839,100.000,85.714
1840,100.000,85.714
1841,100.000,85.714
1842,100.000,85.714
1843,100.000,85.714
1844,100.000,85.714
1845,100.000,85.714
1846,100.000,85.714
1847,100.000,85.714
1848,100.000,85.714
1849,100.000,85.714
1850,100.000,85.714
1851,100.000,85.714
1852,100.000,85.714
1853,100.000,85.714
1854,100.000,85.714
1855,100.000,85.714
1856,100.000,85.714
1857,100.000,85.714
1858,100.000,85.714
1859,100.000,85.714
1860,100.000,85.714
1861,100.000,85.714
1862,100.000,85.714
1863,100.000,85.714
1864,100.000,85.714
1865,100.000,85.714
1866,100.000,85.714
1867,100.000,85.714
1868,100.000,85.714
1869,100.000,85.714
1870,100.000,85.714
1871,100.000,85.714
1872,100.000,85.714
1873,100.000,85.714
1874,100.000,85.714
1875,100.000,85.714
1876,100.000,85.714
1877,100.000,85.714
1878,100.000,85.714
1879,100.000,85.714
1880,100.000,85.714
1881,100.000,85.714
1882,100.000,85.952
1883,100.000,85.952
1884,100.000,85.952
1885,100.000,85.952
1886,100.000,85.952
1887,100.000,85.952
1888,100.000,85.952
1889,100.000,85.952
1890,100.000,85.952
1891,100.000,85.952
1892,100.000,85.952
1893,100.000,85.952
1894,100.000,85.952
1895,100.000,85.952
1896,100.000,85.952
1897,100.000,85.952
1898,100.000,85.952
1899,100.000,85.952
1900,100.000,85.952
1901,100.000,85.952
1902,100.000,85.952
1903,100.000,85.952
1904,100.000,85.952
1905,100.000,85.952
1906,100.000,85.952
1907,100.000,85.952
1908,100.000,85.952
1909,100.000,85.952
1910,100.000,85.952
1911,100.000,85.952
1912,100.000,85.952
1913,100.000,85.952
1914,100.000,85.952
1915,100.000,85.952
1916,100.000,85.952
1917,100.000,85.952
1918,100.000,85.952
1919,100.000,85.952
1920,100.000,85.952
1921,100.000,85.952
1922,100.000,85.952
1923,100.000,85.952
1924,100.000,85.952
1925,100.000,85.952
1926,100.000,85.952
1927,100.000,85.952
1928,100.000,85.952
1929,100.000,85.952
1930,100.000,85.952
1931,100.000,85.952
1932,100.000,85.952
1933,100.000,85.952
1934,100.000,85.952
1935,100.000,85.952
1936,100.000,85.952
1937,100.000,85.952
1938,100.000,85.952
1939,100.000,85.952
1940,100.000,85.952
1941,100.000,85.952
1942,100.000,85.952
1943,100.000,85.952
1944,100.000,85.952
1945,100.000,85.952
1946,100.000,85.952
1947,100.000,85.952
1948,100.000,85.952
1949,100.000,85.952
1950,100.000,85.952
1951,100.000,85.952
1952,100.000,85.952
1953,100.000,85.952
1954,100.000,85.952
1955,100.000,85.952
1956,100.000,85.952
1957,100.000,85.952
1958,100.000,85.952
1959,100.000,85.952
1960,100.000,85.952
1961,100.000,85.952
1962,100.000,85.952
1963,100.000,85.952
1964,100.000,85.952
1965,100.000,85.952
1966,100.000,85.952
1967,100.000,85.952
1968,100.000,85.952
1969,100.000,85.952
1970,100.000,85.952
1971,100.000,85.952
1972,100.000,86.190
1973,100.000,86.190
1974,100.000,86.190
1975,100.000,86.190
1976,100.000,86.190
1977,100.000,86.190
1978,100.000,86.190
1979,100.000,86.190
1980,100.000,86.190
1981,100.000,86.190
1982,100.000,86.190
1983,100.000,86.190
1984,100.000,86.190
1985,100.000,86.190
1986,100.000,86.190
1987,100.000,86.190
1988,100.000,86.190
1989,100.000,86.190
1990,100.000,86.190
1991,100.000,86.429
1992,100.000,86.429
1993,100.000,86.429
1994,100.000,86.429
1995,100.000,86.667
1996,100.000,86.667
1997,100.000,86.667
1998,100.000,86.667
1999,100.000,86.667
