step,rl_mean_cov_pct,random_mean_cov_pct
318,100.000,68.333
319,100.000,68.333
320,100.000,68.333
321,100.000,68.333
322,100.000,68.333
323,100.000,68.333
324,100.000,68.333
325,100.000,68.333
326,100.000,68.333
327,100.000,68.333
328,100.000,68.333
329,100.000,68.333
330,100.000,68.333
331,100.000,68.333
332,100.000,68.333
333,100.000,68.333
334,100.000,68.333
335,100.000,68.333
336,100.000,68.333
337,100.000,68.333
338,100.000,68.333
339,100.000,68.333
340,100.000,68.333
341,100.000,68.333
342,100.000,68.333
343,100.000,68.333
344,100.000,68.333
345,100.000,68.333
346,100.000,68.333
347,100.000,68.333
348,100.000,68.333
349,100.000,68.333
350,100.000,68.333
351,100.000,68.333
352,100.000,68.333
353,100.000,68.333
354,100.000,68.333
355,100.000,68.333
356,100.000,68.333
357,100.000,68.333
358,100.000,68.571
359,100.000,68.571
360,100.000,68.571
361,100.000,68.571
362,100.000,68.571
363,100.000,68.571
364,100.000,68.571
365,100.000,68.571
366,100.000,68.571
367,100.000,68.571
368,100.000,68.571
369,100.000,68.571
370,100.000,68.571
371,100.000,68.571
372,100.000,68.571
373,100.000,68.571
374,100.000,68.571
375,100.000,68.571
376,100.000,68.571
377,100.000,68.571
378,100.000,68.571
379,100.000,68.571
380,100.000,68.571
381,100.000,68.571
382,100.000,68.571
383,100.000,68.571
384,100.000,68.571
385,100.000,69.048
386,100.000,69.048
387,100.000,69.048
388,100.000,69.048
389,100.000,69.048
390,100.000,69.048
391,100.000,69.048
392,100.000,69.048
393,100.000,69.048
394,100.000,69.048
395,100.000,69.048
396,100.000,69.048
397,100.000,69.048
398,100.000,69.048
399,100.000,69.048
400,100.000,69.048
401,100.000,69.048
402,100.000,69.048
403,100.000,69.048
404,100.000,69.048
405,100.000,69.048
406,100.000,69.048
407,100.000,69.048
408,100.000,69.048
409,100.000,69.048
410,100.000,69.048
411,100.000,69.048
412,100.000,69.048
413,100.000,69.048
414,100.000,69.048
415,100.000,69.048
416,100.000,69.048
417,100.000,69.524
418,100.000,69.524
419,100.000,69.524
420,100.000,69.524
421,100.000,69.524
422,100.000,69.524
423,100.000,69.524
424,100.000,69.524
425,100.000,69.524
426,100.000,69.524
427,100.000,69.524
428,100.000,69.524
429,100.000,69.524
430,100.000,69.524
431,100.000,69.524
432,100.000,69.524
433,100.000,69.524
434,100.000,69.524
435,100.000,69.524
436,100.000,69.524
437,100.000,69.762
438,100.000,69.762
439,100.000,69.762
440,100.000,70.238
441,100.000,70.714
442,100.000,70.714
443,100.000,70.714
444,100.000,70.714
445,100.000,70.714
446,100.000,70.952
447,100.000,70.952
448,100.000,70.952
449,100.000,70.952
450,100.000,71.190
451,100.000,71.190
452,100.000,71.190
453,100.000,71.667
454,100.000,71.667
455,100.000,71.667
456,100.000,71.667
457,100.000,71.905
458,100.000,71.905
459,100.000,71.905
460,100.000,71.905
461,100.000,71.905
462,100.000,71.905
463,100.000,71.905
464,100.000,72.381
465,100.000,72.381
466,100.000,72.381
467,100.000,72.381
468,100.000,72.381
469,100.000,72.381
470,100.000,72.381
471,100.000,72.381
472,100.000,72.381
473,100.000,72.381
474,100.000,72.381
475,100.000,72.619
476,100.000,72.619
477,100.000,72.619
478,100.000,72.619
479,100.000,72.619
480,100.000,72.619
481,100.000,72.619
482,100.000,72.619
483,100.000,72.619
484,100.000,72.619
485,100.000,72.619
486,100.000,72.619
487,100.000,72.619
488,100.000,72.619
489,100.000,72.619
490,100.000,72.619
491,100.000,72.619
492,100.000,72.619
493,100.000,72.619
494,100.000,72.619
495,100.000,72.619
496,100.000,72.619
497,100.000,72.619
498,100.000,72.619
499,100.000,72.619
500,100.000,72.619
501,100.000,72.619
502,100.000,72.619
503,100.000,72.619
504,100.000,72.619
505,100.000,72.619
506,100.000,72.619
507,100.000,72.619
508,100.000,72.619
509,100.000,72.619
510,100.000,72.619
511,100.000,72.619
512,100.000,72.619
513,100.000,72.619
514,100.000,72.619
515,100.000,72.619
516,100.000,72.619
517,100.000,72.619
518,100.000,72.619
519,100.000,72.619
520,100.000,73.095
521,100.000,73.095
522,100.000,73.095
523,100.000,73.095
524,100.000,73.333
525,100.000,73.333
526,100.000,73.333
527,100.000,73.333
528,100.000,73.333
529,100.000,73.333
530,100.000,73.333
531,100.000,73.333
532,100.000,73.333
533,100.000,73.333
534,100.000,73.333
535,100.000,73.333
536,100.000,73.333
537,100.000,73.333
538,100.000,73.333
539,100.000,73.333
540,100.000,73.571
541,100.000,73.571
542,100.000,73.571
543,100.000,73.571
544,100.000,73.571
545,100.000,73.810
546,100.000,73.810
547,100.000,73.810
548,100.000,74.048
549,100.000,74.048
550,100.000,74.048
551,100.000,74.048
552,100.000,74.048
553,100.000,74.048
554,100.000,74.048
555,100.000,74.048
556,100.000,74.048
557,100.000,74.048
558,100.000,74.048
559,100.000,74.048
560,100.000,74.286
561,100.000,74.286
562,100.000,74.286
563,100.000,74.286
564,100.000,74.286
565,100.000,74.286
566,100.000,74.286
567,100.000,74.286
568,100.000,74.286
569,100.000,74.286
570,100.000,74.286
571,100.000,74.286
572,100.000,74.286
573,100.000,74.286
574,100.000,74.286
575,100.000,74.286
576,100.000,74.286
577,100.000,74.286
578,100.000,74.286
579,100.000,74.286
580,100.000,74.286
581,100.000,74.286
582,100.000,74.286
583,100.000,74.286
584,100.000,74.286
585,100.000,74.286
586,100.000,74.286
587,100.000,74.762
588,100.000,74.762
589,100.000,74.762
590,100.000,74.762
591,100.000,74.762
592,100.000,74.762
593,100.000,74.762
594,100.000,74.762
595,100.000,74.762
596,100.000,74.762
597,100.000,74.762
598,100.000,74.762
599,100.000,74.762
600,100.000,74.762
601,100.000,74.762
602,100.000,74.762
603,100.000,74.762
604,100.000,74.762
605,100.000,74.762
606,100.000,74.762
607,100.000,74.762
608,100.000,74.762
609,100.000,74.762
610,100.000,75.238
611,100.000,75.238
612,100.000,75.238
613,100.000,75.238
614,100.000,75.476
615,100.000,75.476
616,100.000,75.476
617,100.000,75.476
618,100.000,75.476
619,100.000,75.714
620,100.000,75.952
621,100.000,75.952
622,100.000,75.952
623,100.000,75.952
624,100.000,75.952
625,100.000,75.952
626,100.000,75.952
627,100.000,75.952
628,100.000,75.952
629,100.000,75.952
630,100.000,75.952
631,100.000,75.952
632,100.000,75.952
633,100.000,75.952
634,100.000,76.190
635,100.000,76.190
636,100.000,76.190
637,100.000,76.190
638,100.000,76.190
639,100.000,76.190
640,100.000,76.190
641,100.000,76.190
642,100.000,76.190
643,100.000,76.190
644,100.000,76.190
645,100.000,76.190
646,100.000,76.190
647,100.000,76.190
648,100.000,76.190
649,100.000,76.190
650,100.000,76.190
651,100.000,76.190
652,100.000,76.190
653,100.000,76.190
654,100.000,76.190
655,100.000,76.190
656,100.000,76.429
657,100.000,76.429
658,100.000,76.667
659,100.000,76.905
660,100.000,76.905
661,100.000,76.905
662,100.000,76.905
663,100.000,76.905
664,100.000,76.905
665,100.000,76.905
666,100.000,76.905
667,100.000,76.905
668,100.000,76.905
669,100.000,76.905
670,100.000,76.905
671,100.000,76.905
672,100.000,76.905
673,100.000,76.905
674,100.000,76.905
675,100.000,76.905
676,100.000,76.905
677,100.000,76.905
678,100.000,76.905
679,100.000,76.905
680,100.000,76.905
681,100.000,76.905
682,100.000,76.905
683,100.000,76.905
684,100.000,76.905
685,100.000,76.905
686,100.000,76.905
687,100.000,76.905
688,100.000,76.905
689,100.000,76.905
690,100.000,76.905
691,100.000,77.143
692,100.000,77.143
693,100.000,77.143
694,100.000,77.143
695,100.000,77.143
696,100.000,77.143
697,100.000,77.143
698,100.000,77.143
699,100.000,77.143
700,100.000,77.143
701,100.000,77.143
702,100.000,77.143
703,100.000,77.143
704,100.000,77.143
705,100.000,77.381
706,100.000,77.381
707,100.000,77.381
708,100.000,77.381
709,100.000,77.381
710,100.000,77.381
711,100.000,77.857
712,100.000,77.857
713,100.000,77.857
714,100.000,77.857
715,100.000,77.857
716,100.000,77.857
717,100.000,77.857
718,100.000,77.857
719,100.000,77.857
720,100.000,77.857
721,100.000,77.857
722,100.000,77.857
723,100.000,77.857
724,100.000,77.857
725,100.000,77.857
726,100.000,77.857
727,100.000,77.857
728,100.000,77.857
729,100.000,77.857
730,100.000,77.857
731,100.000,77.857
732,100.000,77.857
733,100.000,77.857
734,100.000,77.857
735,100.000,77.857
736,100.000,77.857
737,100.000,77.857
738,100.000,77.857
739,100.000,77.857
740,100.000,77.857
741,100.000,77.857
742,100.000,77.857
743,100.000,77.857
744,100.000,77.857
745,100.000,77.857
746,100.000,77.857
747,100.000,77.857
748,100.000,77.857
749,100.000,77.857
750,100.000,77.857
751,100.000,77.857
752,100.000,77.857
753,100.000,77.857
754,100.000,77.857
755,100.000,77.857
756,100.000,77.857
757,100.000,77.857
758,100.000,77.857
759,100.000,77.857
760,100.000,78.095
761,100.000,78.095
762,100.000,78.095
763,100.000,78.095
764,100.000,78.095
765,100.000,78.095
766,100.000,78.095
767,100.000,78.095
768,100.000,78.095
769,100.000,78.095
770,100.000,78.095
771,100.000,78.095
772,100.000,78.095
773,100.000,78.095
774,100.000,78.095
775,100.000,78.095
776,100.000,78.095
777,100.000,78.095
778,100.000,78.095
779,100.000,78.095
780,100.000,78.095
781,100.000,78.095
782,100.000,78.095
783,100.000,78.095
784,100.000,78.095
785,100.000,78.095
786,100.000,78.095
787,100.000,78.095
788,100.000,78.095
789,100.000,78.095
790,100.000,78.095
791,100.000,78.095
792,100.000,78.095
793,100.000,78.333
794,100.000,78.333
795,100.000,78.333
796,100.000,78.333
797,100.000,78.333
798,100.000,78.333
799,100.000,78.333
800,100.000,78.333
801,100.000,78.333
802,100.000,78.333
803,100.000,78.333
804,100.000,78.333
805,100.000,78.333
806,100.000,78.333
807,100.000,78.333
808,100.000,78.333
809,100.000,78.333
810,100.000,78.333
811,100.000,78.333
812,100.000,78.333
813,100.000,78.333
814,100.000,78.333
815,100.000,78.333
816,100.000,78.333
817,100.000,78.333
818,100.000,78.333
819,100.000,78.333
820,100.000,78.333
821,100.000,78.333
822,100.000,78.333
823,100.000,78.333
824,100.000,78.333
825,100.000,78.333
826,100.000,78.333
827,100.000,78.333
828,100.000,78.333
829,100.000,78.333
830,100.000,78.333
831,100.000,78.333
832,100.000,78.333
833,100.000,78.333
834,100.000,78.333
835,100.000,78.333
836,100.000,78.333
837,100.000,78.333
838,100.000,78.333
839,100.000,78.333
840,100.000,78.333
841,100.000,78.333
842,100.000,78.333
843,100.000,78.333
844,100.000,78.333
845,100.000,78.333
846,100.000,78.333
847,100.000,78.333
848,100.000,78.333
849,100.000,78.571
850,100.000,78.571
851,100.000,78.571
852,100.000,78.571
853,100.000,78.571
854,100.000,78.571
855,100.000,78.571
856,100.000,78.571
857,100.000,78.571
858,100.000,78.571
859,100.000,78.571
860,100.000,78.571
861,100.000,78.571
862,100.000,78.571
863,100.000,78.571
864,100.000,78.571
865,100.000,78.571
866,100.000,78.571
867,100.000,78.571
868,100.000,78.571
869,100.000,78.571
870,100.000,78.571
871,100.000,78.571
872,100.000,78.571
873,100.000,78.571
874,100.000,78.571
875,100.000,78.571
876,100.000,78.571
877,100.000,78.571
878,100.000,78.571
879,100.000,78.571
880,100.000,78.571
881,100.000,78.571
882,100.000,78.571
883,100.000,78.571
884,100.000,78.571
885,100.000,78.571
886,100.000,78.571
887,100.000,78.571
888,100.000,78.571
889,100.000,78.571
890,100.000,78.571
891,100.000,78.571
892,100.000,78.571
893,100.000,78.571
894,100.000,78.571
895,100.000,78.571
896,100.000,78.571
897,100.000,78.571
898,100.000,78.571
899,100.000,78.571
900,100.000,78.571
901,100.000,78.571
902,100.000,78.810
903,100.000,78.810
904,100.000,78.810
905,100.000,78.810
906,100.000,78.810
907,100.000,78.810
908,100.000,78.810
909,100.000,78.810
910,100.000,78.810
911,100.000,78.810
912,100.000,78.810
913,100.000,78.810
914,100.000,78.810
915,100.000,78.810
916,100.000,78.810
917,100.000,78.810
918,100.000,78.810
919,100.000,78.810
920,100.000,78.810
921,100.000,78.810
922,100.000,78.810
923,100.000,78.810
924,100.000,78.810
925,100.000,78.810
926,100.000,78.810
927,100.000,78.810
928,100.000,78.810
929,100.000,78.810
930,100.000,78.810
931,100.000,78.810
932,100.000,78.810
933,100.000,78.810
934,100.000,78.810
935,100.000,78.810
936,100.000,78.810
937,100.000,78.810
938,100.000,78.810
939,100.000,78.810
940,100.000,78.810
941,100.000,78.810
942,100.000,78.810
943,100.000,78.810
944,100.000,78.810
945,100.000,78.810
946,100.000,78.810
947,100.000,78.810
948,100.000,78.810
949,100.000,78.810
950,100.000,78.810
951,100.000,78.810
952,100.000,78.810
953,100.000,78.810
954,100.000,78.810
955,100.000,78.810
956,100.000,79.048
957,100.000,79.048
958,100.000,79.048
959,100.000,79.048
960,100.000,79.048
961,100.000,79.048
962,100.000,79.048
963,100.000,79.048
964,100.000,79.048
965,100.000,79.048
966,100.000,79.048
967,100.000,79.048
968,100.000,79.048
969,100.000,79.048
970,100.000,79.048
971,100.000,79.048
972,100.000,79.048
973,100.000,79.048
974,100.000,79.048
975,100.000,79.048
976,100.000,79.048
977,100.000,79.048
978,100.000,79.048
979,100.000,79.048
980,100.000,79.048
981,100.000,79.048
982,100.000,79.048
983,100.000,79.048
984,100.000,79.048
985,100.000,79.048
986,100.000,79.048
987,100.000,79.048
988,100.000,79.048
989,100.000,79.048
990,100.000,79.048
991,100.000,79.048
992,100.000,79.048
993,100.000,79.048
994,100.000,79.048
995,100.000,79.048
996,100.000,79.048
997,100.000,79.286
998,100.000,79.286
999,100.000,79.286
1000,100.000,79.286
1001,100.000,79.286
1002,100.000,79.286
1003,100.000,79.286
1004,100.000,79.286
1005,100.000,79.286
1006,100.000,79.286
1007,100.000,79.286
1008,100.000,79.286
1009,100.000,79.286
1010,100.000,79.286
1011,100.000,79.286
1012,100.000,79.286
1013,100.000,79.286
1014,100.000,79.286
1015,100.000,79.286
1016,100.000,79.286
1017,100.000,79.286
1018,100.000,79.286
1019,100.000,79.286
1020,100.000,79.286
1021,100.000,79.286
1022,100.000,79.286
1023,100.000,79.286
1024,100.000,79.286
1025,100.000,79.286
1026,100.000,79.286
1027,100.000,79.286
1028,100.000,79.286
1029,100.000,79.286
1030,100.000,79.286
1031,100.000,79.286
1032,100.000,79.286
1033,100.000,79.286
1034,100.000,79.286
1035,100.000,79.286
1036,100.000,79.286
1037,100.000,79.286
1038,100.000,79.286
1039,100.000,79.286
1040,100.000,79.286
1041,100.000,79.286
1042,100.000,79.286
1043,100.000,79.286
1044,100.000,79.286
1045,100.000,79.286
1046,100.000,79.286
1047,100.000,79.286
1048,100.000,79.286
1049,100.000,79.286
1050,100.000,79.286
1051,100.000,79.286
1052,100.000,79.286
1053,100.000,79.286
1054,100.000,79.286
1055,100.000,79.286
1056,100.000,79.286
1057,100.000,79.286
1058,100.000,79.286
1059,100.000,79.286
1060,100.000,79.286
1061,100.000,79.286
1062,100.000,79.286
1063,100.000,79.286
1064,100.000,79.286
1065,100.000,79.286
1066,100.000,79.286
1067,100.000,79.286
1068,100.000,79.286
1069,100.000,79.286
1070,100.000,79.286
1071,100.000,79.286
1072,100.000,79.286
1073,100.000,79.286
1074,100.000,79.286
1075,100.000,79.524
1076,100.000,79.524
1077,100.000,79.524
1078,100.000,79.524
1079,100.000,79.524
1080,100.000,79.524
1081,100.000,79.524
1082,100.000,79.524
1083,100.000,79.524
1084,100.000,79.524
1085,100.000,79.524
1086,100.000,79.524
1087,100.000,79.524
1088,100.000,79.524
1089,100.000,79.524
1090,100.000,79.524
1091,100.000,79.524
1092,100.000,79.524
1093,100.000,79.524
1094,100.000,79.524
1095,100.000,79.524
1096,100.000,79.762
1097,100.000,79.762
1098,100.000,79.762
1099,100.000,79.762
1100,100.000,79.762
1101,100.000,79.762
1102,100.000,79.762
1103,100.000,79.762
1104,100.000,79.762
1105,100.000,79.762
1106,100.000,79.762
1107,100.000,79.762
1108,100.000,79.762
1109,100.000,79.762
1110,100.000,79.762
1111,100.000,79.762
1112,100.000,79.762
1113,100.000,79.762
1114,100.000,79.762
1115,100.000,79.762
1116,100.000,79.762
1117,100.000,79.762
1118,100.000,79.762
1119,100.000,79.762
1120,100.000,79.762
1121,100.000,79.762
1122,100.000,79.762
1123,100.000,79.762
1124,100.000,79.762
1125,100.000,79.762
1126,100.000,79.762
1127,100.000,79.762
1128,100.000,79.762
1129,100.000,79.762
1130,100.000,79.762
1131,100.000,79.762
1132,100.000,79.762
1133,100.000,79.762
1134,100.000,79.762
1135,100.000,79.762
1136,100.000,79.762
1137,100.000,79.762
1138,100.000,79.762
1139,100.000,79.762
1140,100.000,79.762
1141,100.000,79.762
1142,100.000,79.762
1143,100.000,79.762
1144,100.000,79.762
1145,100.000,79.762
1146,100.000,79.762
1147,100.000,79.762
1148,100.000,79.762
1149,100.000,79.762
1150,100.000,79.762
1151,100.000,79.762
1152,100.000,79.762
1153,100.000,79.762
1154,100.000,79.762
1155,100.000,79.762
1156,100.000,79.762
1157,100.000,79.762
1158,100.000,79.762
1159,100.000,79.762
1160,100.000,79.762
1161,100.000,79.762
1162,100.000,79.762
1163,100.000,79.762
1164,100.000,79.762
1165,100.000,79.762
1166,100.000,79.762
1167,100.000,79.762
1168,100.000,79.762
1169,100.000,80.000
1170,100.000,80.000
1171,100.000,80.000
1172,100.000,80.000
1173,100.000,80.000
1174,100.000,80.000
1175,100.000,80.000
1176,100.000,80.000
1177,100.000,80.000
1178,100.000,80.000
1179,100.000,80.000
1180,100.000,80.000
1181,100.000,80.000
1182,100.000,80.000
1183,100.000,80.238
1184,100.000,80.238
1185,100.000,80.238
1186,100.000,80.238
1187,100.000,80.238
1188,100.000,80.238
1189,100.000,80.238
1190,100.000,80.238
1191,100.000,80.238
1192,100.000,80.238
1193,100.000,80.238
1194,100.000,80.238
1195,100.000,80.238
1196,100.000,80.476
1197,100.000,80.476
1198,100.000,80.476
1199,100.000,80.476
1200,100.000,80.476
1201,100.000,80.476
1202,100.000,80.476
1203,100.000,80.476
1204,100.000,80.714
1205,100.000,80.714
1206,100.000,80.714
1207,100.000,80.714
1208,100.000,80.714
1209,100.000,80.714
1210,100.000,80.714
1211,100.000,80.714
1212,100.000,80.714
1213,100.000,80.714
1214,100.000,80.714
1215,100.000,80.714
1216,100.000,80.714
1217,100.000,80.714
1218,100.000,80.714
1219,100.000,80.952
1220,100.000,80.952
1221,100.000,80.952
1222,100.000,80.952
1223,100.000,80.952
1224,100.000,80.952
1225,100.000,80.952
1226,100.000,80.952
1227,100.000,80.952
1228,100.000,80.952
1229,100.000,80.952
1230,100.000,80.952
1231,100.000,80.952
1232,100.000,80.952
1233,100.000,80.952
1234,100.000,80.952
1235,100.000,80.952
1236,100.000,80.952
1237,100.000,80.952
1238,100.000,80.952
1239,100.000,80.952
1240,100.000,80.952
1241,100.000,80.952
1242,100.000,80.952
1243,100.000,80.952
1244,100.000,80.952
1245,100.000,80.952
1246,100.000,80.952
1247,100.000,80.952
1248,100.000,81.190
1249,100.000,81.190
1250,100.000,81.190
1251,100.000,81.190
1252,100.000,81.190
1253,100.000,81.190
1254,100.000,81.190
1255,100.000,81.190
1256,100.000,81.190
1257,100.000,81.190
1258,100.000,81.190
1259,100.000,81.190
1260,100.000,81.190
1261,100.000,81.429
1262,100.000,81.429
1263,100.000,81.429
1264,100.000,81.429
1265,100.000,81.429
1266,100.000,81.429
1267,100.000,81.429
1268,100.000,81.429
1269,100.000,81.429
1270,100.000,81.429
1271,100.000,81.429
1272,100.000,81.429
1273,100.000,81.429
1274,100.000,81.429
1275,100.000,81.429
1276,100.000,81.429
1277,100.000,81.429
1278,100.000,81.429
1279,100.000,81.667
1280,100.000,81.667
1281,100.000,81.667
1282,100.000,81.905
1283,100.000,82.143
1284,100.000,82.143
1285,100.000,82.143
1286,100.000,82.143
1287,100.000,82.143
1288,100.000,82.143
1289,100.000,82.143
1290,100.000,82.143
1291,100.000,82.143
1292,100.000,82.143
1293,100.000,82.143
1294,100.000,82.143
1295,100.000,82.381
1296,100.000,82.381
1297,100.000,82.381
1298,100.000,82.381
1299,100.000,82.381
1300,100.000,82.381
1301,100.000,82.381
1302,100.000,82.381
1303,100.000,82.381
1304,100.000,82.381
1305,100.000,82.381
1306,100.000,82.381
1307,100.000,82.381
1308,100.000,82.381
1309,100.000,82.381
1310,100.000,82.381
1311,100.000,82.381
1312,100.000,82.381
1313,100.000,82.381
1314,100.000,82.381
1315,100.000,82.381
1316,100.000,82.381
1317,100.000,82.381
1318,100.000,82.381
1319,100.000,82.381
1320,100.000,82.381
1321,100.000,82.381
1322,100.000,82.381
1323,100.000,82.381
1324,100.000,82.381
1325,100.000,82.381
1326,100.000,82.381
1327,100.000,82.381
1328,100.000,82.381
1329,100.000,82.381
1330,100.000,82.381
1331,100.000,82.381
1332,100.000,82.381
1333,100.000,82.381
1334,100.000,82.381
1335,100.000,82.381
1336,100.000,82.381
1337,100.000,82.381
1338,100.000,82.381
1339,100.000,82.381
1340,100.000,82.381
1341,100.000,82.381
1342,100.000,82.381
1343,100.000,82.381
1344,100.000,82.381
1345,100.000,82.381
1346,100.000,82.381
1347,100.000,82.381
1348,100.000,82.381
1349,100.000,82.381
1350,100.000,82.381
1351,100.000,82.381
1352,100.000,82.381
1353,100.000,82.381
1354,100.000,82.381
1355,100.000,82.381
1356,100.000,82.381
1357,100.000,82.381
1358,100.000,82.381
